16, 20000000, 2, 1.61, 1.40, 1.28
16, 20000000, 2, 1.63, 1.29, 1.47
16, 20000000, 2, 1.63, 1.47, 1.31
16, 40000000, 2, 3.34, 2.65, 3.06
16, 40000000, 2, 3.41, 2.77, 2.98
16, 40000000, 2, 3.20, 2.88, 2.66
16, 80000000, 2, 6.78, 5.61, 5.76
16, 80000000, 2, 6.71, 5.71, 5.98
16, 80000000, 2, 6.88, 5.72, 5.85
16, 160000000, 2, 13.25, 10.57, 11.78
16, 160000000, 2, 12.81, 11.28, 10.93
16, 160000000, 2, 13.03, 11.32, 11.26
16, 20000000, 4, 4.85, 6.34, 11.23
16, 20000000, 4, 4.28, 5.72, 10.06
16, 20000000, 4, 4.29, 5.50, 10.23
16, 40000000, 4, 9.11, 11.26, 21.91
16, 40000000, 4, 9.09, 11.77, 21.58
16, 40000000, 4, 9.67, 12.34, 22.81
16, 80000000, 4, 16.79, 21.20, 40.86
16, 80000000, 4, 18.08, 23.56, 42.85
16, 80000000, 4, 18.19, 23.75, 43.13
16, 160000000, 4, 37.01, 48.41, 86.86
16, 160000000, 4, 38.28, 51.44, 88.12
16, 160000000, 4, 35.37, 44.94, 84.87
16, 20000000, 8, 18.26, 25.62, 109.51
16, 20000000, 8, 17.54, 23.98, 106.86
16, 20000000, 8, 16.29, 21.79, 100.61
16, 40000000, 8, 33.41, 44.20, 205.94
16, 40000000, 8, 33.20, 45.20, 204.07
16, 40000000, 8, 32.57, 42.64, 202.94
16, 80000000, 8, 70.78, 96.44, 432.06
16, 80000000, 8, 67.03, 89.41, 413.10
16, 80000000, 8, 68.83, 98.81, 414.80
16, 160000000, 8, 138.86, 187.14, 850.35
16, 160000000, 8, 134.22, 185.99, 821.92
16, 160000000, 8, 133.25, 182.13, 819.12
16, 20000000, 16, 60.27, 56.53, 868.55
16, 20000000, 16, 58.79, 52.68, 852.44
16, 20000000, 16, 60.99, 56.59, 877.41
16, 40000000, 16, 116.43, 99.57, 1700.93
16, 40000000, 16, 119.16, 108.18, 1726.37
16, 40000000, 16, 118.95, 108.31, 1719.91
16, 80000000, 16, 236.41, 208.81, 3433.23
16, 80000000, 16, 233.30, 200.33, 3404.55
16, 80000000, 16, 234.09, 196.59, 3420.53
16, 160000000, 16, 473.63, 420.68, 6874.34
16, 160000000, 16, 467.01, 410.64, 6806.24
16, 160000000, 16, 465.65, 409.91, 6788.47
